id,type,category,categoryName,title,cover,bilibiliSrc,audioSrc,episodeDate,duration,desc,activity,credits
42,video,original,原创作品,【盛夏笔记】2026届9班节目单品｜苏州中学校园原创音乐大赛,covers/86ba50637c78fe2b280db5d947ba01167777e53e.jpg,//player.bilibili.com/player.html?isOutside=true&aid=114267705706810&bvid=BV1nmfKYGEJA&cid=29198192006&p=1,,2025年04月02日,3:14,"2025年3月26日下午，一年一度的苏中高二原创歌曲大赛圆满举行，本次活动的主题为“府学华章续新篇，勇毅前行筑未来”。树莓社（后期部）开展多机位节目制作实践活动。

曲作：李彦蓉、朱予睿、林浩然
词作：陆游一诺、李蕊希、许楚晗、李彦蓉
主唱：李彦蓉、谢文羲、李嘉悦、林浩然、许楚晗
曲绘：陈悉源、王鸣昊
手书剪辑：黄思博、陈悉源
舞蹈：胡乘齐、金典、姜蕴、宋一菲、朱怡婷老师
小剧场：许楚晗、周印潮、赵元升
友情支持：吴书杰、王梓轩
特别鸣谢：2023级9班全体师生

策划：苏州中学高二年级部
出品：苏州中学树莓社
导播：黄思博
副导播：虞思辰
制片：周熠嘉、徐米扬
摄影指导：殷祥宸
摄像：沙容平、王嫣然、许楚晗、张宇江、潘言、徐米扬、顾凯文
摄像助理：杨梓言、郑楚琨、吉隽禾
图片摄影：张虞恒、姚晨昱、张家嘉、殷祥宸
数据安全监督：殷祥宸、张宇江
后期制作：沈孙丰
混音：沈孙丰
发布：余俊
监制：沈孙丰
技术指导：顾衡庭、沈孙丰、章天任、虞思辰
特别鸣谢：苏州中学学生处",,
43,video,original,原创作品,【十七岁的纸飞机】2026届10班节目单品｜苏州中学校园原创音乐大赛,covers/ca027b24b21adae386448727eddfa13a23ea8e74.jpg,//player.bilibili.com/player.html?isOutside=true&aid=114258578769058&bvid=BV1XPZWY6EBX&cid=29173156382&p=1,,2025年04月01日,3:29,,,
44,video,original,原创作品,【梦的行迹】2026届5班节目单品｜苏州中学校园原创音乐大赛,covers/b544791315840862ba6df8b64a744498df07a017.jpg,//player.bilibili.com/player.html?isOutside=true&aid=114258142561451&bvid=BV1sAZsYcEnS&cid=29172370753&p=1,,2025年04月01日,2:38,"2025年3月26日下午，一年一度的苏中高二原创歌曲大赛圆满举行，本次活动的主题为“府学华章续新篇，勇毅前行筑未来”。树莓社（后期部）开展多机位节目制作实践活动。

策划：苏州中学高二年级部
出品：苏州中学树莓社
导播：黄思博
副导播：虞思辰
制片：周熠嘉、徐米扬
摄影指导：殷祥宸
摄像：沙容平、王嫣然、许楚晗、张宇江、潘言、徐米扬、顾凯文
摄像助理：杨梓言、郑楚琨、吉隽禾
图片摄影：张虞恒、姚晨昱、张家嘉、殷祥宸
数据安全监督：殷祥宸、张宇江
后期制作：沈孙丰
发布：余俊
监制：沈孙丰
技术指导：顾衡庭、沈孙丰、章天任、虞思辰
特别鸣谢：苏州中学学生处、杨森宇",,
45,video,campus,校园传媒,午间30分钟够干嘛？苏州中学午间音乐会,covers/238dd91fefeb57039340ab861443e27e2b49c4ff.jpg,//player.bilibili.com/player.html?isOutside=true&aid=114132514769802&bvid=BV14URYYDEzR&cid=28779220751&p=1,,2025年03月09日,19:01,"德国的乐队来学校演出啦！

摄影：苏州中学树莓社
后期：苏州中学树莓社",,
46,video,campus,校园传媒,这「春日影」就得有键盘 |【重混】苏州中学120周年校庆节目《春日影 (CRYCHIC ver.)》,covers/45e3af263896469bd4d83d1ce31beff9e6391161.jpg,//player.bilibili.com/player.html?isOutside=true&aid=114026868641465&bvid=BV1VyAeeQENG&cid=28463137195&p=1,,2025年02月19日,4:09,"演奏：Singlebed 乐队@苏州中学SingleBed乐队  
主唱：袁庄君
贝斯手：田峻阳
吉他手：唐若稀
键盘手：冯家乐
鼓手：孔梓涵

现场摄制：苏州中学树莓社
欢迎关注苏州中学树莓社、苏州中学数字媒体艺术社！
摄影：王嫣然、郑楚琨、沙容平、周熠嘉、朱璟煊、雒安琪、万洺烨
后期：@御坂11605号  
混音：@CircleCrop  
技术支持：沈孙丰、顾衡庭",,
47,video,campus,校园传媒,但「春日影」是 CRYCHIC 重要的… | 苏州中学120周年校庆节目《春日影》,covers/7b2a5b84084087d65f5137bb43674fedcc58a494.jpg,//player.bilibili.com/player.html?isOutside=true&aid=114012910062439&bvid=BV1QbAGepE8Q&cid=28420999350&p=1,,2025年02月16日,4:15,"苏州中学新学120周年校庆节目《春日影》

演奏：苏州中学Singlebed 乐队
主唱：袁庄君
贝斯手：田峻阳
吉他手：唐若稀
键盘手：冯家乐
鼓手：孔梓涵
现场摄制：苏州中学树莓社
摄影：王嫣然、郑楚琨、沙容平、周熠嘉、朱璟煊、雒安琪、万洺烨
技术支持：沈孙丰",,
48,video,digital,数字媒体,《保卫黄河》苏州中学舞蹈团20周年专场节目,covers/a94286983ca0bff7182a3d53ca8f9e1a16906bbd.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113996048958809&bvid=BV11bKseQEHF&cid=28370536384&p=1,,2025年02月13日,6:15,"苏州中学舞蹈团20周年专场节目《保卫黄河》：抗日烽火熊熊燃烧，中国人民满怀保家卫国的壮志豪情，在必胜信念的鼓舞下，筑起心中的钢铁长城。黄河作为中华儿女的母亲河，激励着一代又一代中国人在面对困难和敌人时，坚守正义、勇往直前。

苏州中学树莓社全流程转播技术支持
转播统筹：沈孙丰
监制：马雨璋
视频导演：石允涵
视频技术：顾衡庭
导播：黄思博、朱璟煊
摄影：周熠嘉、肖博洋
包装设计：顾衡庭
外联：许楚晗
发布：余俊",,
49,video,campus,校园传媒,《国际歌》苏州中学2022毕业典礼,covers/908a99cc8c0b4cf125c93a7e57871e2a310cb268.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113978667699146&bvid=BV1J1NRebEdk&cid=28312798887&p=1,,2025年02月10日,2:44,"苏州中学2022届毕业典礼节目单品《国际歌》

视频制作：苏州中学树莓社
摄影：叶卓、徐杰、沈孙丰",,
50,video,campus,校园传媒,《WANNABE&NOTSHY舞蹈串烧》苏州中学2022届毕业典礼,covers/5125557e0d2e7885a2ac0cd849101eb57933416a.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113978667764245&bvid=BV161NRebEWb&cid=28312733554&p=1,,2025年02月10日,4:00,"苏州中学2022届毕业典礼节目单品《WANNABE&NOTSHY舞蹈串烧》

视频制作：苏州中学树莓社
摄影：叶卓、徐杰、沈孙丰",,
51,video,campus,校园传媒,《明天会更好》苏州中学2022届毕业典礼,covers/8b20c38c77630de0a5ac7d15a95e09683893728f.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113977778506582&bvid=BV1diNdeWEjV&cid=28308932152&p=1,,2025年02月10日,5:17,"苏州中学2022届毕业典礼节目单品《明天会更好》

视频制作：苏州中学树莓社
摄影：叶卓、徐杰、沈孙丰",,
52,video,campus,校园传媒,《玫瑰少年》2022届苏州中学毕业典礼,covers/b6e11af84a51a8d20e8ab1f46e87a98a23c150df.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113974355953089&bvid=BV1YMNUe8EKp&cid=28300217792&p=1,,2025年02月09日,4:01,"苏州中学2022届毕业典礼节目单品《玫瑰少年》
感受青春的活泼浪漫吧！

视频制作：苏州中学树莓社
摄影：叶卓、徐杰、沈孙丰",,
53,video,campus,校园传媒,《凤凰花开的路口》2022届苏州中学毕业典礼,covers/a9342e663b4f95d170f62059c6ece5af836837d6.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113973383007115&bvid=BV1w4N2e6EJv&cid=28291237041&p=1,,2025年02月09日,3:34,"苏州中学2022届毕业典礼节目单品！
三年前的毕业典礼是怎样的？


视频制作：苏州中学树莓社
摄影：叶卓、徐杰、沈孙丰",,
54,video,campus,校园传媒,树莓转播 |《烟雨入江南》苏州中学舞蹈团 20 周年开放日表演,covers/84e008be838535f9fd4fac0a2e65029eab0a3bb0.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113798195251148&bvid=BV1Xpr6YyEKW&cid=27811120069&p=1,,2025年01月09日,4:13,"烟雨入江南（古风爵士，伞舞）
	古风爵士舞结合古风韵味与爵士律动，动作融合古风手势和爵士步伐，是一种独具风格的舞蹈。


苏州中学树莓社全流程转播技术支持
转播统筹：沈孙丰
监制：马雨璋
视频导演：石允涵
视频技术：顾衡庭
导播：黄思博、朱璟煊
摄影：周熠嘉、肖博洋
外联：许楚晗",,
55,video,campus,校园传媒,树莓转播 |《芳华》苏州中学舞蹈团 20 周年开放日表演,covers/8a195efe3269510561c759ce97b4aab59d674f29.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113793883440538&bvid=BV1rQrYYrEqx&cid=27768982404&p=1,,2025年01月09日,3:10,"芳华
	年少的懵懂，如春日里初绽的花蕊，带着羞涩与纯真。误打误撞的一次邂逅，心照不宣的一个微笑，都是成长中最温柔的那抹细沙。芳华已逝，青春不老！岁月沉淀后的我们终将带着对青春的怀念，去拥抱美好的未来。


苏州中学树莓社全流程转播技术支持
转播统筹：沈孙丰
监制：马雨璋
视频导演：石允涵
视频技术：顾衡庭
导播：黄思博、朱璟煊
摄影：周熠嘉、肖博洋
外联：许楚晗",,
56,video,campus,校园传媒,树莓转播 |《一荤一素》苏州中学舞蹈团 20 周年开放日表演,covers/db64e830a8e040ec72466852cf127640997c0182.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113793296238501&bvid=BV1L1reYvEzp&cid=27766818924&p=1,,2025年01月08日,4:48,"一荤一素
	你是否为通勤路上的日出日落感慨过？是否因餐桌上的一荤一素感动过？美好往往平凡到司空见惯，却也常常因追求理想的忙碌而难以察觉。人生漫漫，珍惜当下吧，用心去感受身边那些重要的人。

苏州中学树莓社全流程转播技术支持
转播统筹：沈孙丰
监制：马雨璋
视频导演：石允涵
视频技术：顾衡庭
导播：黄思博、朱璟煊
摄影：周熠嘉、肖博洋
外联：许楚晗",,
57,video,campus,校园传媒,树莓转播 |《尊巴舞》苏州中学舞蹈团 20 周年开放日表演,covers/0b8b90d68464dc2d56ff44ed769670dee4fdaca9.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113787407434074&bvid=BV1rprDYsEfo&cid=27749714040&p=1,,2025年01月07日,3:09,"苏州中学树莓社全流程转播技术支持
转播统筹：沈孙丰
监制：马雨璋
视频导演：石允涵
视频技术：顾衡庭
导播：黄思博、朱璟煊
摄影：周熠嘉、肖博洋
外联：许楚晗

尊巴舞（斗舞）：尊巴舞起源于拉丁文化，融合多种舞蹈元素，动作活泼，节奏欢快，是热门的有氧健身舞蹈，燃脂塑形，愉悦身心。",,
58,video,campus,校园传媒,树莓转播 |《我和我的祖国》苏州中学舞蹈团 20 周年开放日表演,covers/8b340b32811267ebcebe320dec9e064d245cff31.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113773381682610&bvid=BV1yqrbYvEDX&cid=27705609600&p=1,,2025年01月05日,3:53,"我和我的祖国
祖国是守护浪花的大海，是养育我们的母亲。我们热爱祖国的大好河山，难以割舍和祖国的血肉联系。母亲，您放心，作为祖国的未来，您的繁荣由我们延续，我们会奋发努力、好好学习！
表演者：梦小队、苏州市实验小学校学生代表、高中生学生代表

苏州中学树莓社全流程转播技术支持
转播统筹：沈孙丰
监制：马雨璋
视频导演：石允涵
视频技术：顾衡庭
导播：黄思博、朱璟煊
摄影：周熠嘉、肖博洋
外联：许楚晗",,
59,video,campus,校园传媒,树莓转播 |《新年快乐》苏州中学舞蹈团 20 周年开放日表演,covers/21dc0f2147a8577ec5099c53937c45337ce0ce72.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113771250978602&bvid=BV1nJrxYnENL&cid=27704167348&p=1,,2025年01月05日,3:55,"2025 新年快乐

苏州中学树莓社全流程转播技术支持
转播统筹：沈孙丰
监制：马雨璋
视频导演：石允涵
视频技术：顾衡庭
导播：黄思博、朱璟煊
摄影：周熠嘉、肖博洋
外联：许楚晗",,
60,video,campus,校园传媒,树莓转播 |《KPOP》苏州中学舞蹈团 20 周年开放日表演,covers/e3f734399a11ccd289dbf98f3857af3b74cb4557.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113770663772614&bvid=BV1ZTr4Y7Ehx&cid=27701284195&p=1,,2025年01月04日,3:10,"Kpop（女生五人组舞）
	Kpop 即韩国流行音乐，包括流行、舞曲、电子等多种风格，其舞蹈和音乐具有很强的感染力和时尚感。

苏州中学树莓社全流程转播技术支持
转播统筹：沈孙丰
监制：马雨璋
视频导演：石允涵
视频技术：顾衡庭
导播：黄思博、朱璟煊
摄影：周熠嘉、肖博洋
外联：许楚晗
剪辑：朱璟煊",,
61,video,campus,校园传媒,树莓转播 |《掀起你的盖头来》苏州中学舞蹈团 20 周年开放日表演,covers/5111f71c2b8e5a94afcbd94099a733e93ae214d5.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113769590031642&bvid=BV11brsYsEVa&cid=27696694363&p=1,,2025年01月04日,3:05,"维族：掀起你的盖头来
	维吾尔族舞蹈是中国新疆地区维吾尔族人民的艺术瑰宝，是维吾尔族人民日常生活和情感的真实写照，体现维吾尔族人民的民族精神和传统价值观，反映维吾尔族人民积极向上的生活态度和坚韧不拔的民族性格。

苏州中学树莓社全流程转播技术支持
转播统筹：沈孙丰
监制：马雨璋
视频导演：石允涵
视频技术：顾衡庭
导播：黄思博、朱璟煊
摄影：周熠嘉、肖博洋
外联：许楚晗",,
62,video,campus,校园传媒,树莓转播 |《儿时》苏州中学舞蹈团 20 周年开放日表演,covers/13ec62bacfd60e9b540ad1e23e1df77aea585c1a.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113768616952573&bvid=BV12prpYDE4z&cid=27692434255&p=1,,2025年01月04日,5:23,"儿时（当代舞）
当代舞是融合多种舞蹈元素的舞种，反映当下生活与情感，动作自由流畅，风格多样，极具表现力。该作品表达对过往生活的回忆和留恋。

苏州中学树莓社全流程转播技术支持
转播统筹：沈孙丰
监制：马雨璋
视频导演：石允涵
视频技术：顾衡庭
导播：黄思博、朱璟煊
摄影：周熠嘉、肖博洋
外联：许楚晗",,
63,video,campus,校园传媒,树莓转播 |《库马拉》苏州中学舞蹈团 20 周年开放日表演,covers/609c1568450ae517ec3299eb936b8ff211760be7.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113759708318656&bvid=BV1jy6zYmEJ2&cid=27667271575&p=1,,2025年01月03日,1:42,"藏族：库马拉
	藏族踢踏舞反映藏族人民在劳动、生活中的欢乐场景和积极向上的生活态度，表达对生活的热爱和对美好未来的憧憬。舞蹈中展现出的热情、坚韧等品质，也体现了藏族人民的民族性格和传统价值观 。

表演者：全体民间舞表演师生
苏州中学树莓社全流程转播技术支持",,
64,video,campus,校园传媒,【音乐现场】大石碎胸口-Singlebed | 苏州中学百廿校庆音乐会节目单品,covers/3c4caf64197c6b54a0c0378dc950c0147c14ec59.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113623527588253&bvid=BV1MfqTYTE1z&cid=27261535464&p=1,,2024年12月10日,6:01,"曲目：《大石碎胸口》
Cover by 万能青年旅店
Singlebed 乐队
主唱：俞天一
贝斯手：田峻阳
主音吉他手：唐若稀
节奏吉他手：金久策
键盘手/和声：冯家乐
键盘手：王嫣然
鼓手：孔梓涵

现场摄制：苏州中学树莓社
摄影：王嫣然、郑楚琨、沙容平、周熠嘉、朱璟煊、雒安琪、万洺烨
技术支持：沈孙丰

2024年12月",,
65,video,campus,校园传媒,【树莓新闻】江苏省苏州中学高一秋游快剪20241113,covers/ffb850749a8ba7b0252bfcda0bee8eaac0a2842b.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113577641904134&bvid=BV172zZYNEdB&cid=27127778224&p=1,,2024年12月01日,3:14,,,
66,video,original,原创作品,用流动的影像传承历史 以不变的温度记录人文 ——苏州中学树莓社国旗下讲话,covers/1f2b2a17d02884705730258e9c091e87a743a5e5.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113417822208793&bvid=BV1wzSyYfEg5&cid=26596082772&p=1,,2024年11月03日,8:59,"用流动的影像传承历史
以不变的温度记录人文
——苏州中学树莓社国旗下讲话 
2024年10月28日

演讲者：徐米扬、殷祥宸、沙容平、王嫣然、周熠嘉、张宇江、许楚晗、李卓燃
撰稿：周熠嘉、徐米扬、王嫣然、许楚晗、殷祥宸、沙容平、张宇江、李卓燃、沈孙丰、张诗菡、彭嘉仪、陆未一、顾衡庭、虞思辰、汪翊扬、周昕岩
视频拍摄：杨钦舟、姚晨昱、王子瑶、黄思博
摄影：张家嘉、时一凯、姚晨昱",,
67,video,campus,校园传媒,【树莓新闻】苏州中学奥体运动会采访20240925,covers/c498279b71426888b129e39c0fb6d1378c62d4ff.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113332140969812&bvid=BV1ZuCXYfEjo&cid=26358122377&p=1,,2024年10月19日,16:33,"策划：王嫣然
导演：王嫣然 徐米扬
记者：冯家乐 胡婧雯 马宜修 李蕊希 李卓燃 许楚晗
摄影：侯睿韬 李思萱 李紫玥 齐浩然 沙容平 郑楚琨
助理：高铭泽 俞嘉顺
后期：余俊 张宇江",,
68,video,campus,校园传媒,江苏省苏州中学2024奥体运动会闭幕式,covers/c627a93f1dc6d9c850c664fd2f501eacba41d99f.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113230068319711&bvid=BV1scxaeXELp&cid=26091061619&p=1,,2024年10月01日,22:40,"江苏省苏州中学2024奥体运动会闭幕式集锦
策划：江苏省苏州中学
拍摄：周熠嘉 黄思博 周昕岩 高昊天 齐浩然
后期：张宇江",,
69,video,campus,校园传媒,【校园运动会】2024运动会预赛快剪,covers/49bc3e815a4d03bfb19f2ce82d87c41fb7ae760f.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113145880250056&bvid=BV1kZ4deREUe&cid=25880563190&p=1,,2024年09月16日,0:51,"2024年江苏省苏州中学秋季田径运动会暨奥体总决赛选拔赛活动快剪
活动策划：江苏省苏州中学@江苏省苏州中学  
视频录像：周熠嘉@智子若水 、李思萱、徐米扬、杨钦舟
视频后期：张宇江@倾夜太秀辣  
制片&出品：苏州中学树莓社、苏州中学EPIC摄影社",,
70,video,campus,校园传媒,【2024辩论社表演赛】2024辩论表演赛活动快剪20240829,covers/71efba374ac770624f8158dd95cdb71406a4b58f.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113049964971879&bvid=BV1sdHVebECZ&cid=25653282534&p=1,,2024年08月30日,0:52,"苏州中学2024辩论社表演赛
活动策划：江苏省苏州中学@江苏省苏州中学  苏州中学辩论与演讲社@苏州中学辩论与演讲社  
主席：徐睿兮
表演赛成员：陆思远、卢佳琦、丁丝佳、蔡昕扬、言宸钰、方昊东、吴虞、周易
后台控制：黄思博、朱沈颖、彭奕轩
追光灯：陈铄宇、林浩然
前台志愿者：李蕊希、洪敏丽、王雪丽
现场录制：周熠嘉、徐米扬
视频制作：周熠嘉@智子若水  
制片&出品：苏州中学树莓社&苏州中学传媒中心",,
71,video,campus,校园传媒,【树莓新闻】苏州中学高一军民联欢晚会20240828,covers/e87074a2e12ac307a72beeb6084dce0f066f6e2f.jpg,//player.bilibili.com/player.html?isOutside=true&aid=113040368338358&bvid=BV1T3s3eaE33&cid=25626675435&p=1,,2024年08月29日,1:01,,,
72,video,campus,校园传媒,【树莓新闻】2024高考苏州中学考点采访20240607,covers/33112be79159471397ea338c91c1a12198af4cd3.jpg,//player.bilibili.com/player.html?isOutside=true&aid=1655993989&bvid=BV1LE421A7fY&cid=1583048690&p=1,,2024年06月15日,5:01,"2024高考苏州中学考点采访
统筹：周熠嘉
设计：王嫣然
摄像：周熠嘉、黄思博
记者：李卓燃、许楚晗
剪辑：张宇江",,
73,video,campus,校园传媒,【树莓新闻】苏州中学高一春游新闻20240411,covers/db4747ec08ac21167ff5b09e8ad589eea84f33fc.jpg,//player.bilibili.com/player.html?isOutside=true&aid=1302892654&bvid=BV1HM4m1Q7FD&cid=1501914153&p=1,,2024年04月12日,11:02,"苏州中学高一春游新闻节目

苏州中学树莓社、苏州中学传媒中心  联合出品

节目统筹：周熠嘉
节目策划：李卓燃、王嫣然
采访设计：王嫣然
采访摄像：王嫣然、许楚晗 
记者：李卓燃、许楚晗
录音指导：李卓燃
简介撰稿：周熠嘉
配音：周熠嘉
剪辑：张宇江
图片摄影：殷祥宸、王嫣然、许楚晗、毛思懿、张宇江、李蕊希、徐米扬、李卓燃",,
74,video,campus,校园传媒,【树莓新闻】苏州中学舞蹈开放日采访20240330,covers/ffb2eff0db75fbc3bb20f9fdb5b2d27fcd1ee915.jpg,//player.bilibili.com/player.html?isOutside=true&aid=1152561489&bvid=BV1VZ421B7AY&cid=1489845687&p=1,,2024年04月01日,6:00,"江苏省苏州中学舞蹈开放日采访
记者：李卓燃
拍摄：王嫣然
后期：张宇江
策划：苏中树莓社组委会",,
75,video,original,原创作品,龙腾志远，共赴澎湃｜苏州中学树莓社二〇二四新年贺词,covers/e6b249f1ec58a99bb657a35effc0bf0a68c00c44.jpg,//player.bilibili.com/player.html?isOutside=true&aid=1750299684&bvid=BV1m4421A79T&cid=1436618080&p=1,,2024年02月10日,3:32,祝大家新年快乐,,
76,video,campus,校园传媒,【梦之队舞蹈日】梦之队舞蹈集锦单品,covers/4f01ec0529bc933a40a22f491dcadb11df5960de.jpg,//player.bilibili.com/player.html?isOutside=true&aid=1200300237&bvid=BV1wF4m1g7ij&cid=1433062157&p=1,,2024年02月07日,10:56,"【梦之队舞蹈日】节目单品：梦之队舞蹈集锦
摄影：沈孙丰、毛思懿
摄影助理：杨乐天
后期：张宇江",,
77,video,digital,数字媒体,【梦之队舞蹈日】站在草原望北京单品,covers/3fd2be1c499e9fd9c50e7fe01dc3cdc667b8a880.jpg,//player.bilibili.com/player.html?isOutside=true&aid=1050439613&bvid=BV15H4y1h7pE&cid=1431977227&p=1,,2024年02月06日,2:51,"【梦之队舞蹈日】节目单品：站在草原望北京
摄影：沈孙丰、毛思懿
摄影助理：杨乐天
后期：张宇江",,
78,video,digital,数字媒体,【梦之队舞蹈日】Hybe Boy单品,covers/e0e745ed2ab85cee24e6e23a0ed21511619b0b45.jpg,//player.bilibili.com/player.html?isOutside=true&aid=1250194200&bvid=BV1uJ4m147pA&cid=1428133369&p=1,,2024年02月03日,2:54,"【梦之队舞蹈日】节目单品：Hype Boy
摄影：沈孙丰、毛思懿
摄影助理：杨乐天
后期：张宇江",,
79,video,digital,数字媒体,【梦之队舞蹈日】极乐净土与青海摇单品,covers/c7236817d06a91d8a409f63f2ec3361eac07d207.jpg,//player.bilibili.com/player.html?isOutside=true&aid=1600224613&bvid=BV1S2421w7dw&cid=1426866929&p=1,,2024年02月01日,2:01,"【梦之队舞蹈日】节目单品：极乐净土与青海摇
摄影：沈孙丰、毛思懿
摄影助理：杨乐天
后期：张宇江",,
80,video,campus,校园传媒,【随舞快剪】2023盛夏星光节|苏州中学盛夏星光节表演合集,covers/f78a951e50e981002961e53f50f9156bb46d1203.jpg,//player.bilibili.com/player.html?isOutside=true&aid=241884020&bvid=BV1Ge411J7PL&cid=1422257387&p=1,,2024年01月28日,1:00,,,
81,video,campus,校园传媒,【节目快剪】2023盛夏星光节|苏州中学盛夏星光节表演合集,covers/97565758d213a7712771d2310e4586b04913017a.jpg,//player.bilibili.com/player.html?isOutside=true&aid=624489821&bvid=BV1fb4y1c7Ns&cid=1422257470&p=1,,2024年01月28日,5:27,"欢迎来到【盛夏星光节】—第一届45联合慈善音乐节。这里是FOURFIVE肆舞，因舞而聚，肆舞而生。这里是singlebed乐队，一张单人床，温暖疲惫的旅人。这里是imagine boundary乐队，想象没有边界。这里是off-season说唱社，hiphop for life，哪怕淡季。这里是脚灯音乐剧社，我们走过的路，都会留下光荣的足迹。这里是希音合唱团，大象无形，大音希声，无形之音，亦是向晴回音。这里是闻道民乐团，朝闻道，夕死可矣。这里是onlyone商社，我们可以学术高冷也可以沿街叫卖

视频制作与拍摄：苏州中学树莓社@岩-王  @绿子易  @Li_quantum",,
82,video,digital,数字媒体,【群星起舞】苏州中学FourFive肆舞社节目合集 | 2023.8.19 盛夏星光节,covers/3b6702c3ef52e57e747366b4052b503514434767.jpg,//player.bilibili.com/player.html?isOutside=true&aid=405030625&bvid=BV1HG411o7Mh&cid=1241239635&p=1,,2023年08月21日,14:19,"2023.8.19盛夏星光节FourFive肆舞社所有舞蹈节目
Shooting Stars · Pink Venom · 野蛮生长 · 今天
出演：FourFive肆舞社
视频制作与拍摄：苏州中学树莓社",,
83,video,original,原创作品,【三元三年】2023届3班节目单品｜苏州中学校园原创音乐大赛,covers/178cb332e62c4cfd10722fa859a6f6636e132b9a.jpg,//player.bilibili.com/player.html?isOutside=true&aid=731390587&bvid=BV14D4y1k7pq&cid=858197276&p=1,,2022年10月11日,3:04,"三元三年-苏州中学2020级3班班歌
词：胡蝶/钱佳愉/吴士博/朱苏丹/戎绪豪
曲：江瓷/曹兆宇
编曲：雪啾
演唱：江瓷/蔡逸/苏子晏
摄影：魏小珂
制片：张丙康
舞台设计：吴苏/赖亭祎

现场录制：沈孙丰、石允涵、徐雷
视频剪辑：沈孙丰@御坂11605号  
技术支持：苏州中学树莓社@树莓社",,
84,video,original,原创作品,【“预”见】2020级少预班节目单品｜苏州中学校园原创音乐大赛,covers/a6f97050b152af2710117efd45a7dc75ed1f0954.jpg,//player.bilibili.com/player.html?isOutside=true&aid=388644443&bvid=BV1Zd4y1q7cK&cid=850466855&p=1,,2022年10月03日,2:41,"“预”见——20少预班歌
作词：张亦驰、王哲熙
作曲：王哲熙
编曲：王哲熙
演唱：杨铮玥、周牧楠、王哲熙、周博扬、许馨月、肖昀轩、朱彦翰
合声：江苏省苏州中学2020级少预班
钢琴：李韫霖
小提琴：鲁亦智、王皓晔、徐景洋

现场录制：沈孙丰、石允涵、徐雷
视频剪辑：沈孙丰@御坂11605号  
技术支持：苏州中学树莓社@树莓社",,
85,video,campus,校园传媒,【2022级军训晚会】街舞（部分）｜2022.8.28,covers/9783211daba0669d4c92db0d01d373d8e0b6db17.jpg,//player.bilibili.com/player.html?isOutside=true&aid=302502185&bvid=BV1pP411L7Yw&cid=818202485&p=1,,2022年08月29日,1:25,-,,
